ssh://kangpeipei@10.23.10.163:22/home/kangpeipei/anaconda3/envs/sem-pcyc/bin/python3.7 -u /home/kangpeipei/hx/cWGAN_demo/train.py
Parameters:	Namespace(batch_size=64, channels=3, dataset='TU-Berlin', dim_out=25600, epoch_size=100, epochs=10, filter_sketch=False, gamma=0.1, gzs_sbir=False, im_sz=160, lambda_disc_im=1.0, lambda_disc_sk=1.0, lambda_gen=1.0, log_interval=1, lr=0.0001, milestones=[], momentum=0.9, ngpu=1, num_workers=4, photo_sketch='./pretrained/photosketch.pth', semantic_models=['word2vec-google-news'], sk_sz=160, test=False)
Checkpoint path: ./CheckPoints/TU-Berlin/word2vec-google-news/25600
Logger path: ./LogFiles/TU-Berlin/word2vec-google-news/25600
Result path: ./Results/TU-Berlin/word2vec-google-news/25600
Loading data...../sem-pcyc-master/datasets/TU-Berlin/images/ ../sem-pcyc-master/datasets/TU-Berlin/sketches/































Done
DataLoader Done!
Initializing model variables...Done
Initializing trainable models...gen done
gen done
disc done
disc done
Defining optimizers...Done
Defining losses...Done
Initializing variables...Done
Setting logger...Done
Checking cuda...*Cuda exists*...Done
***Train***
[Train] Epoch: [1][1/100]	Time 5.306 (5.306)	Gen. Loss 0.0916 (0.0916)	Disc. Loss -0.0166 (-0.0166)	
[Train] Epoch: [8][33/100]	Time 0.443 (0.480)	Gen. Loss -3.9538 (-3.7639)	Disc. Loss 5.1842 (5.0387)	
[Train] Epoch: [8][34/100]	Time 0.443 (0.479)	Gen. Loss -4.0396 (-3.7720)	Disc. Loss 5.3038 (5.0465)	
[Train] Epoch: [8][35/100]	Time 0.443 (0.478)	Gen. Loss -3.9473 (-3.7770)	Disc. Loss 5.2539 (5.0524)	
[Train] Epoch: [8][36/100]	Time 0.443 (0.477)	Gen. Loss -4.1125 (-3.7863)	Disc. Loss 5.4749 (5.0641)	
[Train] Epoch: [8][37/100]	Time 0.444 (0.476)	Gen. Loss -4.0559 (-3.7936)	Disc. Loss 5.4440 (5.0744)	
[Train] Epoch: [8][38/100]	Time 0.444 (0.476)	Gen. Loss -3.8795 (-3.7959)	Disc. Loss 4.9436 (5.0710)	
[Train] Epoch: [8][39/100]	Time 0.443 (0.475)	Gen. Loss -3.7606 (-3.7950)	Disc. Loss 4.7775 (5.0634)	
[Train] Epoch: [8][40/100]	Time 0.444 (0.474)	Gen. Loss -3.9339 (-3.7985)	Disc. Loss 5.0640 (5.0635)	
[Train] Epoch: [8][41/100]	Time 0.444 (0.473)	Gen. Loss -3.9909 (-3.8031)	Disc. Loss 5.1225 (5.0649)	
[Train] Epoch: [8][42/100]	Time 0.442 (0.472)	Gen. Loss -3.9664 (-3.8070)	Disc. Loss 5.0567 (5.0647)	
[Train] Epoch: [8][43/100]	Time 0.443 (0.472)	Gen. Loss -3.7051 (-3.8047)	Disc. Loss 4.5870 (5.0536)	
[Train] Epoch: [8][44/100]	Time 0.442 (0.471)	Gen. Loss -4.1143 (-3.8117)	Disc. Loss 5.3901 (5.0612)	
[Train] Epoch: [8][45/100]	Time 0.444 (0.471)	Gen. Loss -4.1621 (-3.8195)	Disc. Loss 5.3702 (5.0681)	
[Train] Epoch: [8][46/100]	Time 0.443 (0.470)	Gen. Loss -4.0256 (-3.8240)	Disc. Loss 5.1657 (5.0702)	
[Train] Epoch: [8][47/100]	Time 0.443 (0.469)	Gen. Loss -4.2140 (-3.8323)	Disc. Loss 5.4982 (5.0793)	
[Train] Epoch: [8][48/100]	Time 0.442 (0.469)	Gen. Loss -4.1043 (-3.8379)	Disc. Loss 5.3485 (5.0849)	
[Train] Epoch: [8][49/100]	Time 0.443 (0.468)	Gen. Loss -3.9156 (-3.8395)	Disc. Loss 4.9842 (5.0829)	
[Train] Epoch: [8][50/100]	Time 0.444 (0.468)	Gen. Loss -3.9895 (-3.8425)	Disc. Loss 5.0383 (5.0820)	
[Train] Epoch: [8][51/100]	Time 0.444 (0.467)	Gen. Loss -4.2273 (-3.8501)	Disc. Loss 5.5804 (5.0918)	
[Train] Epoch: [8][52/100]	Time 0.444 (0.467)	Gen. Loss -3.9649 (-3.8523)	Disc. Loss 4.9693 (5.0894)	
[Train] Epoch: [8][53/100]	Time 0.443 (0.466)	Gen. Loss -4.0467 (-3.8559)	Disc. Loss 5.0507 (5.0887)	
[Train] Epoch: [8][54/100]	Time 0.443 (0.466)	Gen. Loss -4.0829 (-3.8601)	Disc. Loss 5.2180 (5.0911)	
[Train] Epoch: [8][55/100]	Time 0.443 (0.466)	Gen. Loss -3.5953 (-3.8553)	Disc. Loss 4.3739 (5.0780)	
[Train] Epoch: [8][56/100]	Time 0.443 (0.465)	Gen. Loss -4.3038 (-3.8633)	Disc. Loss 5.7271 (5.0896)	
[Train] Epoch: [8][57/100]	Time 0.444 (0.465)	Gen. Loss -3.9371 (-3.8646)	Disc. Loss 4.8836 (5.0860)	
[Train] Epoch: [8][58/100]	Time 0.443 (0.464)	Gen. Loss -3.9599 (-3.8663)	Disc. Loss 4.9388 (5.0835)	
[Train] Epoch: [8][59/100]	Time 0.443 (0.464)	Gen. Loss -3.9464 (-3.8676)	Disc. Loss 4.9137 (5.0806)	
[Train] Epoch: [8][60/100]	Time 0.443 (0.464)	Gen. Loss -4.1878 (-3.8730)	Disc. Loss 5.4302 (5.0864)	
[Train] Epoch: [8][61/100]	Time 0.444 (0.463)	Gen. Loss -4.3033 (-3.8800)	Disc. Loss 5.5048 (5.0933)	
[Train] Epoch: [8][62/100]	Time 0.443 (0.463)	Gen. Loss -4.0691 (-3.8831)	Disc. Loss 5.0532 (5.0926)	
[Train] Epoch: [8][63/100]	Time 0.444 (0.463)	Gen. Loss -4.2585 (-3.8890)	Disc. Loss 5.4315 (5.0980)	
[Train] Epoch: [8][64/100]	Time 0.444 (0.462)	Gen. Loss -4.0257 (-3.8912)	Disc. Loss 5.0173 (5.0968)	
[Train] Epoch: [8][65/100]	Time 0.444 (0.462)	Gen. Loss -4.3327 (-3.8980)	Disc. Loss 5.6599 (5.1054)	
[Train] Epoch: [8][66/100]	Time 0.443 (0.462)	Gen. Loss -4.1121 (-3.9012)	Disc. Loss 5.0813 (5.1051)	
[Train] Epoch: [8][67/100]	Time 0.443 (0.462)	Gen. Loss -4.1403 (-3.9048)	Disc. Loss 5.2186 (5.1067)	
[Train] Epoch: [8][68/100]	Time 0.443 (0.461)	Gen. Loss -4.1154 (-3.9079)	Disc. Loss 4.9737 (5.1048)	
[Train] Epoch: [8][69/100]	Time 0.444 (0.461)	Gen. Loss -4.3052 (-3.9136)	Disc. Loss 5.5362 (5.1110)	
[Train] Epoch: [8][70/100]	Time 0.443 (0.461)	Gen. Loss -4.2714 (-3.9187)	Disc. Loss 5.3617 (5.1146)	
[Train] Epoch: [8][71/100]	Time 0.444 (0.461)	Gen. Loss -3.8124 (-3.9172)	Disc. Loss 4.6447 (5.1080)	
[Train] Epoch: [8][72/100]	Time 0.444 (0.460)	Gen. Loss -4.1607 (-3.9206)	Disc. Loss 5.0142 (5.1067)	
[Train] Epoch: [8][73/100]	Time 0.443 (0.460)	Gen. Loss -4.1598 (-3.9239)	Disc. Loss 5.1435 (5.1072)	
[Train] Epoch: [8][74/100]	Time 0.443 (0.460)	Gen. Loss -4.4301 (-3.9307)	Disc. Loss 5.7159 (5.1154)	
[Train] Epoch: [8][75/100]	Time 0.443 (0.460)	Gen. Loss -4.2428 (-3.9349)	Disc. Loss 5.3112 (5.1180)	
[Train] Epoch: [8][76/100]	Time 0.444 (0.459)	Gen. Loss -4.3684 (-3.9406)	Disc. Loss 5.4556 (5.1225)	
[Train] Epoch: [8][77/100]	Time 0.443 (0.459)	Gen. Loss -3.9987 (-3.9414)	Disc. Loss 4.8648 (5.1191)	
[Train] Epoch: [8][78/100]	Time 0.444 (0.459)	Gen. Loss -4.3103 (-3.9461)	Disc. Loss 5.4288 (5.1231)	
[Train] Epoch: [8][79/100]	Time 0.444 (0.459)	Gen. Loss -4.3988 (-3.9518)	Disc. Loss 5.5944 (5.1291)	
[Train] Epoch: [8][80/100]	Time 0.444 (0.459)	Gen. Loss -4.2474 (-3.9555)	Disc. Loss 5.1899 (5.1298)	
[Train] Epoch: [8][81/100]	Time 0.442 (0.458)	Gen. Loss -4.1832 (-3.9583)	Disc. Loss 5.1799 (5.1305)	
[Train] Epoch: [8][82/100]	Time 0.443 (0.458)	Gen. Loss -3.6398 (-3.9544)	Disc. Loss 4.3118 (5.1205)	
[Train] Epoch: [8][83/100]	Time 0.444 (0.458)	Gen. Loss -4.2405 (-3.9579)	Disc. Loss 5.2130 (5.1216)	
[Train] Epoch: [8][84/100]	Time 0.443 (0.458)	Gen. Loss -4.2973 (-3.9619)	Disc. Loss 5.3116 (5.1238)	
[Train] Epoch: [8][85/100]	Time 0.444 (0.458)	Gen. Loss -4.3408 (-3.9664)	Disc. Loss 5.3429 (5.1264)	
[Train] Epoch: [8][86/100]	Time 0.443 (0.458)	Gen. Loss -4.5035 (-3.9726)	Disc. Loss 5.7014 (5.1331)	
[Train] Epoch: [8][87/100]	Time 0.443 (0.457)	Gen. Loss -4.4472 (-3.9781)	Disc. Loss 5.4658 (5.1369)	
[Train] Epoch: [8][88/100]	Time 0.444 (0.457)	Gen. Loss -4.4498 (-3.9834)	Disc. Loss 5.4522 (5.1405)	
[Train] Epoch: [8][89/100]	Time 0.443 (0.457)	Gen. Loss -4.2765 (-3.9867)	Disc. Loss 5.2908 (5.1422)	
[Train] Epoch: [8][90/100]	Time 0.443 (0.457)	Gen. Loss -4.5636 (-3.9931)	Disc. Loss 5.7644 (5.1491)	
[Train] Epoch: [8][91/100]	Time 0.443 (0.457)	Gen. Loss -4.4901 (-3.9986)	Disc. Loss 5.6368 (5.1545)	
[Train] Epoch: [8][92/100]	Time 0.443 (0.457)	Gen. Loss -4.3162 (-4.0021)	Disc. Loss 5.2383 (5.1554)	
[Train] Epoch: [8][93/100]	Time 0.442 (0.456)	Gen. Loss -4.1829 (-4.0040)	Disc. Loss 4.9483 (5.1532)	
[Train] Epoch: [8][94/100]	Time 0.441 (0.456)	Gen. Loss -4.2334 (-4.0064)	Disc. Loss 4.9602 (5.1511)	
[Train] Epoch: [8][95/100]	Time 0.441 (0.456)	Gen. Loss -4.2633 (-4.0091)	Disc. Loss 5.0948 (5.1505)	
[Train] Epoch: [8][96/100]	Time 0.441 (0.456)	Gen. Loss -4.4435 (-4.0137)	Disc. Loss 5.6550 (5.1558)	
[Train] Epoch: [8][97/100]	Time 0.441 (0.456)	Gen. Loss -4.3469 (-4.0171)	Disc. Loss 5.2161 (5.1564)	
[Train] Epoch: [8][98/100]	Time 0.441 (0.456)	Gen. Loss -4.5348 (-4.0224)	Disc. Loss 5.6266 (5.1612)	
[Train] Epoch: [8][99/100]	Time 0.441 (0.456)	Gen. Loss -4.5352 (-4.0276)	Disc. Loss 5.5082 (5.1647)	
[Train] Epoch: [8][100/100]	Time 0.441 (0.455)	Gen. Loss -4.5997 (-4.0333)	Disc. Loss 5.8318 (5.1714)	
[Train] Epoch: [9][1/100]	Time 1.683 (1.683)	Gen. Loss -4.4765 (-4.4765)	Disc. Loss 5.4400 (5.4400)	
[Train] Epoch: [9][2/100]	Time 0.442 (1.062)	Gen. Loss -4.5789 (-4.5277)	Disc. Loss 5.6596 (5.5498)	
[Train] Epoch: [9][3/100]	Time 0.443 (0.856)	Gen. Loss -4.7371 (-4.5975)	Disc. Loss 5.9498 (5.6831)	
[Train] Epoch: [9][4/100]	Time 0.444 (0.753)	Gen. Loss -4.4429 (-4.5588)	Disc. Loss 5.5001 (5.6374)	
[Train] Epoch: [9][5/100]	Time 0.444 (0.691)	Gen. Loss -4.7519 (-4.5975)	Disc. Loss 5.9983 (5.7096)	
[Train] Epoch: [9][6/100]	Time 0.443 (0.650)	Gen. Loss -4.3481 (-4.5559)	Disc. Loss 5.1594 (5.6179)	
[Train] Epoch: [9][7/100]	Time 0.443 (0.620)	Gen. Loss -4.1499 (-4.4979)	Disc. Loss 4.6099 (5.4739)	
[Train] Epoch: [9][8/100]	Time 0.442 (0.598)	Gen. Loss -4.6862 (-4.5214)	Disc. Loss 5.8143 (5.5164)	
[Train] Epoch: [9][9/100]	Time 0.443 (0.581)	Gen. Loss -4.4087 (-4.5089)	Disc. Loss 5.2228 (5.4838)	
[Train] Epoch: [9][10/100]	Time 0.444 (0.567)	Gen. Loss -4.4725 (-4.5053)	Disc. Loss 5.3445 (5.4699)	
[Train] Epoch: [9][11/100]	Time 0.444 (0.556)	Gen. Loss -4.3174 (-4.4882)	Disc. Loss 5.0263 (5.4296)	
[Train] Epoch: [9][12/100]	Time 0.442 (0.546)	Gen. Loss -4.6471 (-4.5014)	Disc. Loss 5.5895 (5.4429)	
[Train] Epoch: [9][13/100]	Time 0.443 (0.538)	Gen. Loss -4.6286 (-4.5112)	Disc. Loss 5.5765 (5.4532)	
[Train] Epoch: [9][14/100]	Time 0.443 (0.532)	Gen. Loss -4.6513 (-4.5212)	Disc. Loss 5.6428 (5.4667)	
[Train] Epoch: [9][15/100]	Time 0.443 (0.526)	Gen. Loss -4.8405 (-4.5425)	Disc. Loss 5.9170 (5.4967)	
[Train] Epoch: [9][16/100]	Time 0.444 (0.521)	Gen. Loss -4.6934 (-4.5519)	Disc. Loss 5.6418 (5.5058)	
[Train] Epoch: [9][17/100]	Time 0.444 (0.516)	Gen. Loss -4.6425 (-4.5573)	Disc. Loss 5.5086 (5.5060)	
[Train] Epoch: [9][18/100]	Time 0.443 (0.512)	Gen. Loss -4.3045 (-4.5432)	Disc. Loss 4.9250 (5.4737)	
[Train] Epoch: [9][19/100]	Time 0.443 (0.508)	Gen. Loss -4.7390 (-4.5535)	Disc. Loss 5.6778 (5.4844)	
[Train] Epoch: [9][20/100]	Time 0.444 (0.505)	Gen. Loss -4.7381 (-4.5628)	Disc. Loss 5.7927 (5.4998)	
[Train] Epoch: [9][21/100]	Time 0.443 (0.502)	Gen. Loss -4.6512 (-4.5670)	Disc. Loss 5.5269 (5.5011)	
[Train] Epoch: [9][22/100]	Time 0.443 (0.500)	Gen. Loss -4.4672 (-4.5624)	Disc. Loss 5.1009 (5.4829)	
[Train] Epoch: [9][23/100]	Time 0.443 (0.497)	Gen. Loss -4.6596 (-4.5667)	Disc. Loss 5.5342 (5.4852)	
[Train] Epoch: [9][24/100]	Time 0.443 (0.495)	Gen. Loss -4.6488 (-4.5701)	Disc. Loss 5.4491 (5.4837)	
[Train] Epoch: [9][25/100]	Time 0.443 (0.493)	Gen. Loss -4.7972 (-4.5792)	Disc. Loss 5.8350 (5.4977)	
[Train] Epoch: [9][26/100]	Time 0.443 (0.491)	Gen. Loss -4.7393 (-4.5853)	Disc. Loss 5.7142 (5.5060)	
[Train] Epoch: [9][27/100]	Time 0.444 (0.489)	Gen. Loss -4.7220 (-4.5904)	Disc. Loss 5.6459 (5.5112)	
[Train] Epoch: [9][28/100]	Time 0.442 (0.487)	Gen. Loss -4.8869 (-4.6010)	Disc. Loss 5.8409 (5.5230)	
[Train] Epoch: [9][29/100]	Time 0.443 (0.486)	Gen. Loss -4.4418 (-4.5955)	Disc. Loss 5.2483 (5.5135)	
[Train] Epoch: [9][30/100]	Time 0.444 (0.485)	Gen. Loss -4.7779 (-4.6016)	Disc. Loss 5.6702 (5.5188)	
[Train] Epoch: [9][31/100]	Time 0.443 (0.483)	Gen. Loss -4.6793 (-4.6041)	Disc. Loss 5.5341 (5.5192)	
[Train] Epoch: [9][32/100]	Time 0.443 (0.482)	Gen. Loss -4.7744 (-4.6094)	Disc. Loss 5.8694 (5.5302)	
[Train] Epoch: [9][33/100]	Time 0.443 (0.481)	Gen. Loss -4.8369 (-4.6163)	Disc. Loss 5.8866 (5.5410)	
[Train] Epoch: [9][34/100]	Time 0.443 (0.480)	Gen. Loss -4.3741 (-4.6092)	Disc. Loss 4.9020 (5.5222)	
[Train] Epoch: [9][35/100]	Time 0.443 (0.479)	Gen. Loss -4.3619 (-4.6021)	Disc. Loss 4.8660 (5.5035)	
[Train] Epoch: [9][36/100]	Time 0.443 (0.478)	Gen. Loss -4.9201 (-4.6109)	Disc. Loss 5.9046 (5.5146)	
[Train] Epoch: [9][37/100]	Time 0.444 (0.477)	Gen. Loss -5.0238 (-4.6221)	Disc. Loss 6.1327 (5.5313)	
[Train] Epoch: [9][38/100]	Time 0.443 (0.476)	Gen. Loss -4.7101 (-4.6244)	Disc. Loss 5.5059 (5.5306)	
[Train] Epoch: [9][39/100]	Time 0.444 (0.475)	Gen. Loss -4.6108 (-4.6241)	Disc. Loss 5.3049 (5.5248)	
[Train] Epoch: [9][40/100]	Time 0.442 (0.474)	Gen. Loss -4.8833 (-4.6305)	Disc. Loss 5.9615 (5.5358)	
[Train] Epoch: [9][41/100]	Time 0.444 (0.473)	Gen. Loss -4.6268 (-4.6305)	Disc. Loss 5.3001 (5.5300)	
[Train] Epoch: [9][42/100]	Time 0.443 (0.473)	Gen. Loss -5.1944 (-4.6439)	Disc. Loss 6.3350 (5.5492)	
[Train] Epoch: [9][43/100]	Time 0.443 (0.472)	Gen. Loss -4.3714 (-4.6375)	Disc. Loss 4.6872 (5.5291)	
[Train] Epoch: [9][44/100]	Time 0.443 (0.471)	Gen. Loss -4.8375 (-4.6421)	Disc. Loss 5.8010 (5.5353)	
[Train] Epoch: [9][45/100]	Time 0.444 (0.471)	Gen. Loss -4.9817 (-4.6496)	Disc. Loss 6.0316 (5.5463)	
[Train] Epoch: [9][46/100]	Time 0.443 (0.470)	Gen. Loss -5.1635 (-4.6608)	Disc. Loss 6.2829 (5.5624)	
[Train] Epoch: [9][47/100]	Time 0.444 (0.470)	Gen. Loss -5.0052 (-4.6681)	Disc. Loss 5.9530 (5.5707)	
[Train] Epoch: [9][48/100]	Time 0.444 (0.469)	Gen. Loss -4.8432 (-4.6718)	Disc. Loss 5.5501 (5.5702)	
[Train] Epoch: [9][49/100]	Time 0.444 (0.469)	Gen. Loss -4.9672 (-4.6778)	Disc. Loss 5.8372 (5.5757)	
[Train] Epoch: [9][50/100]	Time 0.443 (0.468)	Gen. Loss -4.9593 (-4.6834)	Disc. Loss 5.8779 (5.5817)	
[Train] Epoch: [9][51/100]	Time 0.444 (0.468)	Gen. Loss -4.8734 (-4.6872)	Disc. Loss 5.6111 (5.5823)	
[Train] Epoch: [9][52/100]	Time 0.443 (0.467)	Gen. Loss -4.8318 (-4.6899)	Disc. Loss 5.4654 (5.5801)	
[Train] Epoch: [9][53/100]	Time 0.443 (0.467)	Gen. Loss -4.9306 (-4.6945)	Disc. Loss 5.7219 (5.5827)	
[Train] Epoch: [9][54/100]	Time 0.443 (0.466)	Gen. Loss -4.8626 (-4.6976)	Disc. Loss 5.5246 (5.5817)	
[Train] Epoch: [9][55/100]	Time 0.443 (0.466)	Gen. Loss -4.7880 (-4.6992)	Disc. Loss 5.4098 (5.5785)	
[Train] Epoch: [9][56/100]	Time 0.442 (0.465)	Gen. Loss -5.1055 (-4.7065)	Disc. Loss 5.9419 (5.5850)	
[Train] Epoch: [9][57/100]	Time 0.444 (0.465)	Gen. Loss -4.9696 (-4.7111)	Disc. Loss 5.8205 (5.5891)	
[Train] Epoch: [9][58/100]	Time 0.444 (0.465)	Gen. Loss -5.2236 (-4.7200)	Disc. Loss 6.1763 (5.5993)	
[Train] Epoch: [9][59/100]	Time 0.443 (0.464)	Gen. Loss -4.7819 (-4.7210)	Disc. Loss 5.3715 (5.5954)	
[Train] Epoch: [9][60/100]	Time 0.443 (0.464)	Gen. Loss -4.7084 (-4.7208)	Disc. Loss 5.2134 (5.5890)	
[Train] Epoch: [9][61/100]	Time 0.443 (0.464)	Gen. Loss -5.1883 (-4.7285)	Disc. Loss 6.2169 (5.5993)	
[Train] Epoch: [9][62/100]	Time 0.444 (0.463)	Gen. Loss -5.1078 (-4.7346)	Disc. Loss 5.9818 (5.6055)	
[Train] Epoch: [9][63/100]	Time 0.443 (0.463)	Gen. Loss -4.9932 (-4.7387)	Disc. Loss 6.0069 (5.6119)	
[Train] Epoch: [9][64/100]	Time 0.443 (0.463)	Gen. Loss -4.9239 (-4.7416)	Disc. Loss 5.5088 (5.6103)	
[Train] Epoch: [9][65/100]	Time 0.443 (0.462)	Gen. Loss -5.0421 (-4.7462)	Disc. Loss 5.8873 (5.6145)	
[Train] Epoch: [9][66/100]	Time 0.445 (0.462)	Gen. Loss -5.1335 (-4.7521)	Disc. Loss 6.0058 (5.6205)	
[Train] Epoch: [9][67/100]	Time 0.442 (0.462)	Gen. Loss -5.3289 (-4.7607)	Disc. Loss 6.3894 (5.6319)	
[Train] Epoch: [9][68/100]	Time 0.443 (0.461)	Gen. Loss -4.8569 (-4.7621)	Disc. Loss 5.4693 (5.6295)	
[Train] Epoch: [9][69/100]	Time 0.444 (0.461)	Gen. Loss -5.1246 (-4.7673)	Disc. Loss 5.8847 (5.6332)	
[Train] Epoch: [9][70/100]	Time 0.443 (0.461)	Gen. Loss -5.1568 (-4.7729)	Disc. Loss 6.0817 (5.6396)	
[Train] Epoch: [9][71/100]	Time 0.443 (0.461)	Gen. Loss -4.9076 (-4.7748)	Disc. Loss 5.4675 (5.6372)	
[Train] Epoch: [9][72/100]	Time 0.443 (0.460)	Gen. Loss -5.0689 (-4.7789)	Disc. Loss 5.8453 (5.6401)	
[Train] Epoch: [9][73/100]	Time 0.444 (0.460)	Gen. Loss -5.2875 (-4.7859)	Disc. Loss 6.2387 (5.6483)	
[Train] Epoch: [9][74/100]	Time 0.442 (0.460)	Gen. Loss -5.1606 (-4.7909)	Disc. Loss 5.9398 (5.6523)	
[Train] Epoch: [9][75/100]	Time 0.444 (0.460)	Gen. Loss -5.2992 (-4.7977)	Disc. Loss 6.3366 (5.6614)	
[Train] Epoch: [9][76/100]	Time 0.442 (0.460)	Gen. Loss -5.2262 (-4.8033)	Disc. Loss 6.0068 (5.6659)	
[Train] Epoch: [9][77/100]	Time 0.444 (0.459)	Gen. Loss -5.2202 (-4.8088)	Disc. Loss 6.0122 (5.6704)	
[Train] Epoch: [9][78/100]	Time 0.443 (0.459)	Gen. Loss -5.2654 (-4.8146)	Disc. Loss 6.1735 (5.6769)	
[Train] Epoch: [9][79/100]	Time 0.444 (0.459)	Gen. Loss -5.3390 (-4.8212)	Disc. Loss 6.2504 (5.6841)	
[Train] Epoch: [9][80/100]	Time 0.442 (0.459)	Gen. Loss -5.1269 (-4.8251)	Disc. Loss 5.7650 (5.6851)	
[Train] Epoch: [9][81/100]	Time 0.443 (0.459)	Gen. Loss -5.2569 (-4.8304)	Disc. Loss 6.1068 (5.6903)	
[Train] Epoch: [9][82/100]	Time 0.443 (0.458)	Gen. Loss -5.2882 (-4.8360)	Disc. Loss 6.0272 (5.6945)	
[Train] Epoch: [9][83/100]	Time 0.444 (0.458)	Gen. Loss -5.4079 (-4.8429)	Disc. Loss 6.2251 (5.7008)	
[Train] Epoch: [9][84/100]	Time 0.443 (0.458)	Gen. Loss -5.3438 (-4.8488)	Disc. Loss 6.2620 (5.7075)	
[Train] Epoch: [9][85/100]	Time 0.444 (0.458)	Gen. Loss -5.3262 (-4.8544)	Disc. Loss 5.9914 (5.7109)	
[Train] Epoch: [9][86/100]	Time 0.443 (0.458)	Gen. Loss -5.4131 (-4.8609)	Disc. Loss 6.2862 (5.7176)	
[Train] Epoch: [9][87/100]	Time 0.444 (0.458)	Gen. Loss -4.6282 (-4.8583)	Disc. Loss 4.7200 (5.7061)	
[Train] Epoch: [9][88/100]	Time 0.443 (0.457)	Gen. Loss -5.3731 (-4.8641)	Disc. Loss 6.2314 (5.7121)	
[Train] Epoch: [9][89/100]	Time 0.442 (0.457)	Gen. Loss -4.9342 (-4.8649)	Disc. Loss 5.2630 (5.7070)	
[Train] Epoch: [9][90/100]	Time 0.443 (0.457)	Gen. Loss -5.5772 (-4.8728)	Disc. Loss 6.5154 (5.7160)	
[Train] Epoch: [9][91/100]	Time 0.443 (0.457)	Gen. Loss -5.1558 (-4.8759)	Disc. Loss 5.6748 (5.7155)	
[Train] Epoch: [9][92/100]	Time 0.444 (0.457)	Gen. Loss -5.2077 (-4.8795)	Disc. Loss 5.8584 (5.7171)	
[Train] Epoch: [9][93/100]	Time 0.443 (0.457)	Gen. Loss -5.3408 (-4.8845)	Disc. Loss 6.0028 (5.7202)	
[Train] Epoch: [9][94/100]	Time 0.441 (0.456)	Gen. Loss -5.3490 (-4.8894)	Disc. Loss 6.0458 (5.7236)	
[Train] Epoch: [9][95/100]	Time 0.441 (0.456)	Gen. Loss -5.0561 (-4.8912)	Disc. Loss 5.4397 (5.7206)	
[Train] Epoch: [9][96/100]	Time 0.442 (0.456)	Gen. Loss -5.1739 (-4.8941)	Disc. Loss 5.8866 (5.7224)	
[Train] Epoch: [9][97/100]	Time 0.442 (0.456)	Gen. Loss -5.4210 (-4.8996)	Disc. Loss 6.3692 (5.7290)	
[Train] Epoch: [9][98/100]	Time 0.442 (0.456)	Gen. Loss -5.5915 (-4.9066)	Disc. Loss 6.4918 (5.7368)	
[Train] Epoch: [9][99/100]	Time 0.442 (0.456)	Gen. Loss -5.3736 (-4.9113)	Disc. Loss 6.1297 (5.7408)	
[Train] Epoch: [9][100/100]	Time 0.441 (0.456)	Gen. Loss -5.3010 (-4.9152)	Disc. Loss 5.8601 (5.7420)	
[Train] Epoch: [10][1/100]	Time 1.709 (1.709)	Gen. Loss -5.2376 (-5.2376)	Disc. Loss 5.8927 (5.8927)	
[Train] Epoch: [10][2/100]	Time 0.441 (1.075)	Gen. Loss -5.7084 (-5.4730)	Disc. Loss 6.5945 (6.2436)	
[Train] Epoch: [10][3/100]	Time 0.447 (0.866)	Gen. Loss -5.5994 (-5.5151)	Disc. Loss 6.4333 (6.3068)	
[Train] Epoch: [10][4/100]	Time 0.442 (0.760)	Gen. Loss -5.3999 (-5.4863)	Disc. Loss 6.1693 (6.2725)	
[Train] Epoch: [10][5/100]	Time 0.442 (0.696)	Gen. Loss -5.5526 (-5.4996)	Disc. Loss 6.3063 (6.2792)	
[Train] Epoch: [10][6/100]	Time 0.442 (0.654)	Gen. Loss -5.4095 (-5.4846)	Disc. Loss 5.9678 (6.2273)	
[Train] Epoch: [10][7/100]	Time 0.443 (0.624)	Gen. Loss -5.7075 (-5.5164)	Disc. Loss 6.4534 (6.2596)	
[Train] Epoch: [10][8/100]	Time 0.443 (0.601)	Gen. Loss -5.1532 (-5.4710)	Disc. Loss 5.4980 (6.1644)	
[Train] Epoch: [10][9/100]	Time 0.442 (0.584)	Gen. Loss -5.0123 (-5.4200)	Disc. Loss 5.1043 (6.0466)	
[Train] Epoch: [10][10/100]	Time 0.443 (0.570)	Gen. Loss -5.1026 (-5.3883)	Disc. Loss 5.4333 (5.9853)	
[Train] Epoch: [10][11/100]	Time 0.443 (0.558)	Gen. Loss -5.5223 (-5.4005)	Disc. Loss 6.2781 (6.0119)	
[Train] Epoch: [10][12/100]	Time 0.443 (0.548)	Gen. Loss -5.6946 (-5.4250)	Disc. Loss 6.5282 (6.0549)	
[Train] Epoch: [10][13/100]	Time 0.443 (0.540)	Gen. Loss -5.5832 (-5.4372)	Disc. Loss 6.3318 (6.0762)	
[Train] Epoch: [10][14/100]	Time 0.442 (0.533)	Gen. Loss -5.6148 (-5.4498)	Disc. Loss 6.2300 (6.0872)	
[Train] Epoch: [10][15/100]	Time 0.444 (0.527)	Gen. Loss -5.7037 (-5.4668)	Disc. Loss 6.5813 (6.1202)	
[Train] Epoch: [10][16/100]	Time 0.443 (0.522)	Gen. Loss -5.6280 (-5.4769)	Disc. Loss 6.3060 (6.1318)	
[Train] Epoch: [10][17/100]	Time 0.444 (0.517)	Gen. Loss -5.5540 (-5.4814)	Disc. Loss 6.1630 (6.1336)	
